PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM14
4-character ID, P566
Station name, Visalia_MYCS2005
Begin Date, 2005-11-16
End Date, 2019-11-22
Release Date, 2019-11-23
Source file, P566.cwu.nam14.pos
Offset from source file, 62.17 mm North, -73.30 mm East, -82.02 mm Vertical
Reference position, 36.3244546817 North Latitude, -119.2292876213 East Longitude, 78.14754 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2013-06-19,72.49, -84.09, -88.73, 1.98, 1.55, 7.13, repro,
2013-06-20,71.08, -83.38, -88.44, 1.99, 1.56, 7.19, repro,
2013-06-21,72.34, -83.61, -94.26, 2, 1.56, 7.23, repro,
2013-06-22,71.08, -83.26, -89.59, 1.97, 1.54, 7.13, repro,
2013-06-23,71.93, -84.47, -85.07, 1.94, 1.52, 7.01, repro,
2013-06-24,71.97, -84.14, -83.11, 1.96, 1.53, 7.06, repro,
2013-06-25,72.07, -84.19, -84.57, 1.96, 1.53, 7.04, repro,
2013-06-26,71.82, -84.68, -89.07, 1.97, 1.53, 7.09, repro,
2013-06-27,71.26, -85.51, -95.67, 1.97, 1.54, 7.13, repro,
2013-06-28,72.08, -84.78, -88.57, 1.98, 1.54, 7.15, repro,
2013-06-29,71.50, -83.96, -93.76, 1.96, 1.53, 7.11, repro,
2013-06-30,71.30, -84.36, -84.02, 1.94, 1.53, 7.08, repro,
2013-07-01,71.44, -85.87, -86.82, 1.95, 1.53, 7.05, repro,
2013-07-02,69.86, -84.62, -88.47, 1.96, 1.53, 7.08, repro,
2013-07-03,71.05, -84.65, -89.96, 1.95, 1.53, 7.06, repro,
2013-07-04,71.46, -84.48, -86.49, 1.95, 1.53, 7.07, repro,
2013-07-05,71.17, -84.47, -81.06, 1.93, 1.52, 6.99, repro,
2013-07-06,73.21, -84.49, -80.66, 1.93, 1.51, 6.96, repro,
2013-07-07,70.37, -85.00, -86.00, 1.95, 1.52, 7.01, repro,
2013-07-08,71.21, -85.32, -86.75, 1.95, 1.52, 7.05, repro,
2013-07-09,72.01, -84.60, -87.83, 1.96, 1.52, 7.07, repro,
2013-07-10,72.04, -85.04, -82.55, 1.96, 1.52, 7.07, repro,
2013-07-11,72.64, -85.49, -85.67, 1.98, 1.59, 7.24, repro,
2013-07-12,70.63, -84.96, -83.70, 1.97, 1.53, 7.1, repro,
2013-07-13,70.75, -85.74, -87.31, 2.02, 1.58, 7.26, repro,
2013-07-14,72.22, -85.47, -85.79, 1.98, 1.54, 7.16, repro,
2013-07-15,71.84, -85.31, -81.84, 1.95, 1.52, 7.06, repro,
2013-07-16,72.29, -84.81, -88.18, 1.94, 1.52, 7.01, repro,
2013-07-17,72.08, -85.77, -96.62, 1.95, 1.53, 7.06, repro,
2013-07-18,71.08, -85.06, -90.41, 1.96, 1.53, 7.09, repro,
2013-07-19,70.49, -86.77, -88.79, 1.96, 1.52, 7.09, repro,
2013-07-20,70.95, -85.81, -81.66, 1.96, 1.52, 7.08, repro,
2013-07-21,70.77, -86.81, -85.12, 1.96, 1.52, 7.05, repro,
2013-07-22,69.13, -87.60, -83.07, 1.98, 1.54, 7.16, repro,
2013-07-23,71.42, -86.59, -86.26, 1.96, 1.53, 7.08, repro,
2013-07-24,71.93, -85.82, -84.86, 2.03, 1.53, 7.25, repro,
2013-07-25,72.31, -84.50, -85.34, 2.03, 1.53, 7.26, repro,
2013-07-26,70.98, -85.76, -80.73, 1.95, 1.51, 6.98, repro,
2013-07-27,71.96, -85.57, -80.33, 1.95, 1.52, 7.06, repro,
2013-07-28,73.77, -85.46, -84.73, 1.96, 1.53, 7.09, repro,
2013-07-29,71.25, -85.99, -82.85, 1.95, 1.53, 7.1, repro,
2013-07-30,71.80, -85.51, -84.54, 1.96, 1.52, 7.1, repro,
2013-07-31,74.04, -85.10, -85.21, 1.97, 1.52, 7.11, repro,
2013-08-01,71.78, -85.65, -81.18, 1.94, 1.51, 7.01, repro,
2013-08-02,71.18, -85.12, -85.57, 1.96, 1.52, 7.07, repro,
2013-08-03,71.38, -86.08, -86.36, 1.98, 1.53, 7.18, repro,
2013-08-04,70.53, -86.63, -87.80, 1.97, 1.52, 7.12, repro,
2013-08-05,70.85, -85.36, -89.42, 1.98, 1.52, 7.12, repro,
2013-08-06,70.24, -85.59, -82.86, 1.95, 1.5, 7.01, repro,
2013-08-07,72.51, -86.26, -90.05, 1.95, 1.51, 7.02, repro,
2013-08-08,71.52, -86.55, -86.66, 1.95, 1.52, 7.05, repro,
2013-08-09,71.44, -85.98, -82.79, 1.96, 1.51, 7.03, repro,
2013-08-10,73.03, -85.17, -85.93, 1.97, 1.51, 7.06, repro,
2013-08-11,72.21, -86.38, -82.02, 1.98, 1.52, 7.09, repro,
2013-08-12,72.51, -85.08, -84.79, 1.96, 1.51, 7, repro,
2013-08-13,72.03, -86.07, -80.26, 1.99, 1.56, 7.16, repro,
2013-08-14,72.96, -85.78, -83.50, 1.98, 1.54, 7.13, repro,
2013-08-15,72.02, -86.29, -87.64, 2, 1.56, 7.16, repro,
2013-08-16,74.33, -86.48, -85.08, 1.97, 1.52, 7.1, repro,
2013-08-17,72.03, -85.84, -86.28, 1.95, 1.51, 7, repro,
2013-08-18,72.82, -86.29, -78.79, 1.96, 1.52, 7.06, repro,
2013-08-19,72.91, -85.01, -84.89, 1.98, 1.55, 7.16, repro,
2013-08-20,73.10, -85.65, -81.41, 2, 1.57, 7.28, repro,
2013-08-21,74.38, -86.68, -83.46, 1.99, 1.53, 7.15, repro,
2013-08-22,73.01, -84.60, -86.26, 1.97, 1.51, 7.07, repro,
2013-08-23,72.62, -86.28, -87.84, 1.99, 1.56, 7.14, repro,
2013-08-24,73.87, -86.25, -81.70, 2.03, 1.55, 7.21, repro,
2013-08-25,73.73, -86.48, -84.03, 1.96, 1.53, 7.08, repro,
2013-08-26,72.40, -86.41, -87.92, 1.99, 1.52, 7.12, repro,
2013-08-27,72.89, -85.88, -87.33, 1.98, 1.52, 7.09, repro,
2013-08-28,72.44, -86.20, -81.03, 1.95, 1.51, 7.03, repro,
2013-08-29,71.12, -86.18, -83.79, 2.03, 1.55, 7.42, repro,
2013-08-30,73.37, -86.20, -82.59, 1.98, 1.53, 7.13, repro,
2013-08-31,73.05, -86.54, -90.28, 1.97, 1.52, 7.1, repro,
2013-09-01,72.41, -86.30, -83.82, 2.05, 1.56, 7.27, repro,
2013-09-02,73.88, -87.49, -84.85, 2, 1.55, 7.16, repro,
2013-09-03,73.07, -85.74, -84.93, 2.01, 1.54, 7.15, repro,
2013-09-04,73.59, -85.22, -85.22, 2.05, 1.57, 7.27, repro,
2013-09-05,73.08, -87.03, -84.48, 1.97, 1.53, 7.13, repro,
2013-09-06,73.10, -86.36, -87.64, 2.01, 1.55, 7.15, repro,
2013-09-07,73.85, -85.84, -86.28, 1.99, 1.52, 7.08, repro,
2013-09-08,72.90, -86.76, -83.75, 1.96, 1.52, 7.06, repro,
2013-09-09,72.26, -87.22, -78.08, 1.97, 1.52, 7.05, repro,
2013-09-10,73.03, -86.86, -80.58, 1.99, 1.52, 7.12, repro,
2013-09-11,73.50, -87.18, -82.58, 2, 1.55, 7.19, repro,
2013-09-12,73.77, -87.38, -85.94, 2.01, 1.54, 7.15, repro,
2013-09-13,73.94, -86.85, -85.08, 1.97, 1.53, 7.07, repro,
2013-09-14,71.38, -86.69, -84.03, 1.97, 1.54, 7.09, repro,
2013-09-15,72.36, -86.85, -84.71, 1.98, 1.55, 7.16, repro,
2013-09-16,73.28, -87.92, -79.63, 1.99, 1.55, 7.18, repro,
2013-09-17,73.19, -86.75, -84.88, 1.99, 1.55, 7.18, repro,
2013-09-18,73.84, -87.07, -87.47, 1.97, 1.51, 7.06, repro,
2013-09-19,73.48, -86.60, -81.33, 1.98, 1.53, 7.07, repro,
2013-09-20,72.30, -87.10, -79.22, 1.98, 1.51, 7.09, repro,
2013-09-21,72.16, -87.27, -74.25, 2, 1.57, 7.22, repro,
2013-09-22,73.23, -87.99, -83.53, 1.97, 1.53, 7.15, repro,
2013-09-23,73.11, -88.18, -81.14, 1.97, 1.51, 7.07, repro,
2013-09-24,73.42, -86.61, -80.75, 1.97, 1.51, 7.06, repro,
2013-09-25,73.04, -87.16, -80.29, 1.96, 1.51, 7.01, repro,
2013-09-26,72.93, -89.09, -78.73, 1.96, 1.51, 7.02, repro,
2013-09-27,73.89, -87.19, -81.79, 1.98, 1.52, 7.12, repro,
2013-09-28,74.60, -87.08, -81.63, 1.98, 1.52, 7.11, repro,
2013-09-29,74.80, -87.90, -80.87, 1.99, 1.55, 7.23, repro,
2013-09-30,73.03, -86.69, -81.34, 1.96, 1.5, 7.01, repro,
2013-10-01,74.44, -87.60, -84.19, 1.97, 1.51, 7.06, repro,
2013-10-02,74.07, -86.55, -90.42, 1.97, 1.51, 7.05, repro,
2013-10-03,74.61, -88.24, -91.94, 1.99, 1.52, 7.11, repro,
2013-10-04,74.46, -88.09, -91.08, 1.97, 1.51, 7.06, repro,
2013-10-05,73.92, -88.17, -88.91, 1.96, 1.52, 7.06, repro,
2013-10-06,73.42, -87.19, -87.74, 1.96, 1.51, 7.04, repro,
2013-10-07,75.01, -87.24, -81.27, 1.97, 1.51, 7.03, repro,
2013-10-08,75.71, -88.23, -85.22, 1.98, 1.52, 7.09, repro,
2013-10-09,74.06, -88.17, -85.01, 1.99, 1.52, 7.11, repro,
2013-10-10,73.27, -87.69, -81.70, 1.97, 1.52, 7.07, repro,
2013-10-11,74.67, -87.82, -86.89, 1.96, 1.51, 7.08, repro,
2013-10-12,72.75, -87.22, -85.83, 1.98, 1.52, 7.1, repro,
2013-10-13,74.21, -88.00, -89.04, 2.01, 1.53, 7.26, repro,
2013-10-14,74.66, -87.16, -92.58, 1.98, 1.51, 7.07, repro,
2013-10-15,74.75, -87.46, -89.88, 2, 1.52, 7.23, repro,
2013-10-16,74.92, -87.61, -86.55, 1.99, 1.53, 7.25, repro,
2013-10-17,74.46, -87.08, -90.22, 1.98, 1.52, 7.14, repro,
2013-10-18,73.59, -86.96, -89.19, 1.98, 1.51, 7.1, repro,
2013-10-19,75.67, -87.33, -88.16, 1.98, 1.51, 7.09, repro,
2013-10-20,74.89, -87.59, -87.48, 2.01, 1.56, 7.31, repro,
2013-10-21,74.96, -88.12, -86.00, 2.02, 1.57, 7.43, repro,
2013-10-22,73.81, -87.23, -87.72, 2.01, 1.53, 7.3, repro,
2013-10-23,73.77, -87.18, -86.09, 2.01, 1.53, 7.31, repro,
2013-10-24,74.22, -88.39, -87.79, 2, 1.52, 7.25, repro,
2013-10-25,74.43, -88.37, -92.53, 1.98, 1.51, 7.12, repro,
2013-10-26,74.34, -87.82, -95.34, 1.97, 1.51, 7.09, repro,
2013-10-27,73.31, -87.02, -89.78, 2, 1.52, 7.23, repro,
2013-10-28,73.89, -88.48, -88.93, 2, 1.53, 7.27, repro,
2013-10-29,73.66, -88.10, -84.69, 2.03, 1.57, 7.41, repro,
2013-10-30,73.96, -88.48, -90.05, 2.01, 1.52, 7.26, repro,
2013-10-31,75.15, -88.63, -90.13, 2.01, 1.53, 7.3, repro,
2013-11-01,74.77, -87.73, -89.59, 2.04, 1.57, 7.45, repro,
2013-11-02,75.21, -87.24, -86.47, 2.05, 1.53, 7.26, repro,
2013-11-03,75.34, -87.78, -83.84, 2.07, 1.57, 7.39, repro,
2013-11-04,74.43, -88.03, -84.04, 2.06, 1.57, 7.41, repro,
2013-11-05,74.90, -88.03, -89.80, 2.08, 1.54, 7.5, repro,
2013-11-06,74.40, -88.09, -89.60, 1.97, 1.52, 7.13, repro,
2013-11-07,74.03, -87.45, -92.34, 1.99, 1.53, 7.24, repro,
2013-11-08,73.99, -88.69, -88.21, 1.97, 1.52, 7.09, repro,
2013-11-09,73.60, -87.61, -87.77, 1.97, 1.52, 7.11, repro,
2013-11-10,73.24, -88.24, -86.00, 1.98, 1.51, 7.12, repro,
2013-11-11,74.00, -87.96, -91.26, 1.96, 1.51, 7.11, repro,
2013-11-12,74.93, -88.27, -91.65, 1.97, 1.52, 7.12, repro,
2013-11-13,74.15, -86.85, -91.14, 1.97, 1.52, 7.11, repro,
2013-11-14,74.64, -87.77, -86.29, 1.97, 1.51, 7.1, repro,
2013-11-15,73.95, -87.73, -81.40, 1.96, 1.51, 7.09, repro,
2013-11-16,74.00, -87.50, -83.68, 1.97, 1.51, 7.1, repro,
2013-11-17,74.66, -87.58, -85.18, 1.97, 1.5, 7.05, repro,
2013-11-18,73.28, -87.27, -86.72, 1.97, 1.53, 7.1, repro,
2013-11-19,74.63, -87.60, -84.53, 2.04, 1.56, 7.4, repro,
2013-11-20,74.53, -88.51, -87.03, 1.95, 1.51, 7.07, repro,
2013-11-21,73.30, -88.31, -84.55, 1.96, 1.51, 7.12, repro,
2013-11-22,74.21, -88.05, -92.09, 1.97, 1.51, 7.15, repro,
2013-11-23,74.22, -88.42, -96.36, 1.96, 1.51, 7.06, repro,
2013-11-24,73.55, -87.86, -92.38, 1.96, 1.51, 7.09, repro,
2013-11-25,74.18, -87.39, -94.41, 2, 1.54, 7.22, repro,
2013-11-26,75.13, -87.58, -98.27, 2, 1.53, 7.2, repro,
2013-11-27,74.81, -87.21, -94.15, 1.97, 1.52, 7.13, repro,
2013-11-28,74.76, -87.66, -89.01, 1.99, 1.55, 7.19, repro,
2013-11-29,74.25, -87.64, -93.80, 2, 1.57, 7.21, repro,
2013-11-30,74.49, -87.71, -95.91, 2, 1.56, 7.22, repro,
2013-12-01,74.63, -88.15, -90.33, 2.01, 1.56, 7.25, repro,
2013-12-03,74.69, -88.88, -85.08, 2.03, 1.62, 7.3, repro,
2013-12-04,74.95, -89.33, -83.45, 2.08, 1.66, 7.56, repro,
2013-12-05,73.62, -88.59, -87.10, 2.22, 1.72, 7.99, repro,
2013-12-06,73.96, -88.49, -89.83, 2.01, 1.55, 7.24, repro,
2013-12-07,75.13, -89.83, -90.48, 2.01, 1.55, 7.22, repro,
2013-12-08,75.21, -89.17, -89.16, 1.99, 1.55, 7.2, repro,
2013-12-09,75.69, -89.03, -90.75, 1.96, 1.5, 7, repro,
2013-12-10,75.74, -88.50, -92.21, 1.96, 1.51, 7.03, repro,
2013-12-11,76.42, -88.17, -91.33, 1.97, 1.51, 7.11, repro,
2013-12-12,75.64, -88.70, -91.05, 2.03, 1.58, 7.33, repro,
2013-12-13,76.67, -89.06, -90.41, 1.97, 1.51, 7.08, repro,
2013-12-14,75.96, -87.95, -89.38, 1.97, 1.54, 7.16, repro,
2013-12-15,76.85, -88.57, -93.21, 2, 1.58, 7.29, repro,
2013-12-16,76.08, -89.14, -90.55, 1.98, 1.54, 7.14, repro,
2013-12-17,76.58, -89.03, -90.37, 1.98, 1.52, 7.15, repro,
2013-12-18,77.91, -89.15, -88.46, 1.98, 1.52, 7.15, repro,
2013-12-19,76.08, -90.35, -86.23, 2.04, 1.61, 7.46, repro,
2013-12-20,76.09, -89.73, -84.77, 1.99, 1.58, 7.28, repro,
2013-12-21,76.86, -89.58, -84.93, 1.99, 1.54, 7.18, repro,
2013-12-22,77.43, -90.10, -89.82, 2.02, 1.58, 7.32, repro,
2013-12-23,77.06, -89.21, -96.74, 1.97, 1.52, 7.09, repro,
2013-12-24,77.28, -90.21, -91.94, 1.97, 1.52, 7.11, repro,
2013-12-25,77.30, -89.68, -96.64, 2.05, 1.62, 7.47, repro,
2013-12-26,76.00, -89.40, -96.46, 1.99, 1.56, 7.23, repro,
2013-12-27,77.07, -88.92, -97.26, 1.98, 1.54, 7.12, repro,
2013-12-28,77.03, -89.12, -95.79, 2.04, 1.61, 7.43, repro,
2013-12-29,76.87, -89.72, -98.16, 2.01, 1.56, 7.29, repro,
2013-12-30,76.66, -89.31, -96.30, 2.05, 1.61, 7.49, repro,
2013-12-31,75.96, -89.26, -99.82, 2, 1.56, 7.29, repro,
2014-01-01,75.93, -89.43, -100.72, 1.99, 1.54, 7.23, repro,
2014-01-02,76.60, -89.32, -96.33, 2.03, 1.57, 7.39, repro,
2014-01-03,76.56, -89.52, -88.97, 2.01, 1.57, 7.27, repro,
2014-01-04,77.64, -90.49, -92.97, 1.97, 1.51, 7.09, repro,
2014-01-05,77.20, -90.19, -100.28, 2.01, 1.57, 7.33, repro,
2014-01-06,76.25, -89.85, -96.37, 1.96, 1.54, 7.13, repro,
2014-01-07,76.00, -90.36, -96.36, 1.99, 1.54, 7.18, repro,
2014-01-08,77.02, -90.74, -91.12, 1.96, 1.51, 7.05, repro,
2014-01-09,77.55, -91.09, -91.32, 1.99, 1.56, 7.24, repro,
2014-01-10,76.82, -90.33, -95.43, 2, 1.59, 7.38, repro,
2014-01-11,77.08, -90.41, -89.30, 1.96, 1.5, 7.06, repro,
2014-01-12,77.20, -90.58, -89.93, 1.98, 1.52, 7.15, repro,
2014-01-13,76.78, -90.25, -96.13, 2.02, 1.62, 7.46, repro,
2014-01-14,77.69, -90.24, -96.40, 1.99, 1.53, 7.17, repro,
2014-01-15,77.04, -90.00, -100.08, 1.98, 1.53, 7.18, repro,
2014-01-16,76.75, -89.90, -95.41, 2.02, 1.57, 7.3, repro,
2014-01-17,76.56, -90.26, -91.18, 2.03, 1.6, 7.4, repro,
2014-01-18,76.65, -90.42, -95.41, 1.96, 1.5, 7.02, repro,
2014-01-19,77.49, -90.52, -92.73, 1.99, 1.56, 7.21, repro,
2014-01-20,77.41, -90.04, -94.66, 1.99, 1.52, 7.16, repro,
2014-01-21,76.92, -90.24, -98.23, 1.96, 1.5, 7.07, repro,
2014-01-22,76.39, -90.94, -94.36, 1.97, 1.52, 7.14, repro,
2014-01-23,77.32, -90.81, -90.88, 1.99, 1.53, 7.17, repro,
2014-01-24,77.86, -90.03, -90.89, 2.04, 1.55, 7.43, repro,
2014-01-25,77.09, -90.83, -93.14, 2.04, 1.55, 7.42, repro,
2014-01-26,78.24, -90.38, -87.31, 2.02, 1.54, 7.21, repro,
2014-01-27,76.53, -90.12, -87.82, 2, 1.54, 7.2, repro,
2014-01-28,76.96, -91.17, -95.83, 1.99, 1.53, 7.21, repro,
2014-01-29,78.21, -90.00, -89.54, 1.98, 1.54, 7.16, repro,
2014-01-30,77.14, -91.37, -86.04, 1.97, 1.54, 7.16, repro,
2014-01-31,76.38, -91.56, -89.51, 1.99, 1.54, 7.17, repro,
2014-02-01,78.14, -91.97, -87.06, 2.02, 1.55, 7.27, repro,
2014-02-02,77.58, -91.70, -95.29, 2.05, 1.57, 7.38, repro,
2014-02-03,79.62, -91.96, -89.90, 2.2, 1.71, 7.84, repro,
2014-02-04,76.67, -91.07, -91.31, 1.98, 1.53, 7.16, repro,
2014-02-05,77.01, -91.49, -93.05, 2.01, 1.54, 7.19, repro,
2014-02-06,77.36, -91.19, -90.40, 1.96, 1.51, 7.08, repro,
2014-02-07,76.99, -91.29, -90.03, 2.04, 1.63, 7.32, repro,
2014-02-08,77.94, -91.07, -92.10, 1.97, 1.53, 7.14, repro,
2014-02-09,78.18, -90.90, -91.79, 2.12, 1.61, 7.68, repro,
2014-02-10,77.02, -90.84, -88.12, 2.09, 1.6, 7.42, repro,
2014-02-11,77.48, -91.25, -92.59, 2.01, 1.53, 7.19, repro,
2014-02-12,78.59, -90.75, -91.07, 1.96, 1.51, 7.06, repro,
2014-02-13,78.09, -91.15, -94.48, 2.02, 1.55, 7.21, repro,
2014-02-14,78.53, -90.83, -86.42, 2.04, 1.53, 7.29, repro,
2014-02-15,78.33, -91.31, -89.48, 1.97, 1.51, 7.07, repro,
2014-02-16,78.62, -91.63, -90.06, 1.97, 1.51, 7.11, repro,
2014-02-17,77.98, -91.48, -85.17, 2.08, 1.59, 7.37, repro,
2014-02-18,78.16, -90.99, -86.04, 2.01, 1.57, 7.31, repro,
2014-02-19,77.82, -90.75, -90.13, 1.99, 1.58, 7.26, repro,
2014-02-20,76.90, -90.39, -92.81, 1.99, 1.54, 7.13, repro,
2014-02-21,78.14, -90.61, -90.19, 1.98, 1.53, 7.14, repro,
2014-02-22,77.81, -91.44, -87.81, 1.98, 1.53, 7.19, repro,
2014-02-23,76.90, -91.90, -87.61, 2.23, 1.66, 7.96, repro,
2014-02-24,76.90, -91.60, -95.08, 2.03, 1.55, 7.28, repro,
2014-02-25,77.52, -91.76, -90.19, 2.06, 1.58, 7.39, repro,
2014-02-26,78.21, -91.55, -90.90, 2.08, 1.62, 7.45, repro,
2014-02-27,77.88, -93.38, -83.15, 2.1, 1.62, 7.51, repro,
2014-02-28,76.19, -90.81, -86.19, 2.14, 1.67, 7.64, repro,
2014-03-01,77.72, -91.39, -92.90, 2.07, 1.59, 7.43, repro,
2014-03-02,77.13, -91.10, -93.69, 2.04, 1.56, 7.34, repro,
2014-03-03,76.63, -91.26, -95.18, 2.09, 1.61, 7.43, repro,
2014-03-04,78.75, -92.05, -94.97, 2.09, 1.61, 7.44, repro,
2014-03-05,78.14, -92.52, -91.93, 2.02, 1.59, 7.31, repro,
2014-03-06,79.19, -91.96, -92.05, 1.97, 1.52, 7.15, repro,
2014-03-07,77.29, -91.87, -85.44, 2.19, 1.68, 7.88, repro,
2014-03-08,78.32, -90.62, -91.77, 2.06, 1.61, 7.42, repro,
2014-03-09,78.88, -90.70, -91.63, 1.97, 1.54, 7.17, repro,
2014-03-10,78.45, -92.07, -85.43, 1.98, 1.54, 7.24, repro,
2014-03-11,78.54, -90.82, -91.84, 1.96, 1.52, 7.12, repro,
2014-03-12,76.72, -91.34, -95.99, 1.97, 1.53, 7.15, repro,
2014-03-13,79.02, -90.84, -93.05, 1.98, 1.53, 7.2, repro,
2014-03-14,78.60, -91.94, -91.74, 1.98, 1.53, 7.22, repro,
2014-03-15,78.46, -91.77, -91.47, 1.98, 1.53, 7.17, repro,
2014-03-16,78.48, -91.13, -94.85, 1.96, 1.52, 7.1, repro,
2014-03-17,77.67, -91.62, -90.39, 1.97, 1.52, 7.13, repro,
2014-03-18,77.81, -92.03, -90.58, 1.97, 1.53, 7.15, repro,
2014-03-19,78.28, -91.76, -93.01, 2.04, 1.55, 7.29, repro,
2014-03-20,80.03, -91.92, -92.49, 2.02, 1.58, 7.25, repro,
2014-03-21,78.04, -91.91, -92.94, 1.96, 1.53, 7.13, repro,
2014-03-22,78.06, -91.56, -97.06, 1.96, 1.52, 7.09, repro,
2014-03-23,77.77, -92.19, -94.97, 1.97, 1.52, 7.13, repro,
2014-03-24,78.22, -91.83, -98.75, 1.97, 1.54, 7.17, repro,
2014-03-25,79.15, -91.50, -89.92, 1.98, 1.54, 7.19, repro,
2014-03-26,78.75, -90.96, -92.04, 2, 1.55, 7.29, repro,
2014-03-27,78.38, -91.91, -87.89, 1.97, 1.54, 7.18, repro,
2014-03-28,78.00, -91.66, -93.86, 1.98, 1.54, 7.17, repro,
2014-03-29,78.22, -90.59, -95.54, 2.05, 1.58, 7.32, repro,
2014-03-30,78.62, -91.62, -92.90, 1.99, 1.54, 7.19, repro,
2014-03-31,78.56, -90.48, -95.34, 1.98, 1.54, 7.2, repro,
2014-04-01,78.39, -91.92, -94.16, 2.09, 1.6, 7.61, repro,
2014-04-02,77.62, -91.57, -91.78, 1.96, 1.54, 7.14, repro,
2014-04-03,77.53, -92.20, -93.17, 1.96, 1.54, 7.13, repro,
2014-04-04,78.59, -92.01, -90.33, 2.02, 1.58, 7.39, repro,
2014-04-05,79.53, -91.57, -93.50, 1.99, 1.55, 7.23, repro,
2014-04-06,79.15, -91.66, -92.01, 2.04, 1.57, 7.5, repro,
2014-04-07,78.22, -91.53, -93.43, 1.98, 1.53, 7.18, repro,
2014-04-08,78.77, -91.10, -93.86, 1.97, 1.53, 7.15, repro,
2014-04-09,77.35, -91.24, -93.20, 1.96, 1.54, 7.16, repro,
2014-04-10,81.23, -91.33, -90.46, 2.03, 1.55, 7.36, repro,
2014-04-11,79.20, -92.74, -94.02, 2.07, 1.59, 7.57, repro,
2014-04-12,78.45, -91.34, -95.37, 2, 1.58, 7.37, repro,
2014-04-13,78.22, -91.58, -96.91, 2, 1.57, 7.34, repro,
2014-04-14,77.92, -91.70, -91.88, 1.99, 1.57, 7.34, repro,
2014-04-15,79.28, -90.00, -94.60, 2.06, 1.57, 7.34, repro,
2014-04-16,77.99, -92.09, -93.08, 2.13, 1.6, 7.51, repro,
2014-04-17,78.90, -92.08, -99.11, 2, 1.54, 7.26, repro,
2014-04-18,78.13, -92.08, -91.83, 1.98, 1.53, 7.21, repro,
2014-04-19,78.06, -92.69, -85.74, 1.99, 1.53, 7.21, repro,
2014-04-20,79.30, -92.56, -95.58, 1.99, 1.53, 7.18, repro,
2014-04-21,80.00, -92.25, -93.04, 1.99, 1.56, 7.27, repro,
2014-04-22,79.24, -92.40, -92.72, 1.99, 1.54, 7.2, repro,
2014-04-23,80.10, -92.19, -94.21, 2.03, 1.58, 7.4, repro,
2014-04-24,78.81, -92.58, -92.42, 2, 1.57, 7.32, repro,
2014-04-25,78.85, -93.23, -89.21, 1.98, 1.53, 7.15, repro,
2014-04-26,78.70, -92.68, -88.75, 1.98, 1.52, 7.14, repro,
2014-04-27,79.59, -93.36, -89.54, 1.98, 1.53, 7.18, repro,
2014-04-28,78.80, -92.47, -88.90, 2.02, 1.57, 7.32, repro,
2014-04-29,78.71, -92.05, -97.62, 2.04, 1.57, 7.37, repro,
2014-04-30,79.32, -91.90, -95.18, 2.02, 1.55, 7.27, repro,
2014-05-01,79.83, -91.44, -90.60, 1.98, 1.53, 7.15, repro,
2014-05-02,80.41, -91.73, -88.38, 1.99, 1.53, 7.17, repro,
2014-05-03,79.10, -91.72, -96.74, 1.98, 1.54, 7.19, repro,
2014-05-04,78.42, -92.36, -96.65, 2.07, 1.58, 7.38, repro,
2014-05-05,78.83, -91.68, -93.70, 1.96, 1.53, 7.13, repro,
2014-05-06,77.11, -94.94, -93.24, 2.03, 1.59, 7.35, repro,
2014-05-07,80.31, -92.58, -90.46, 1.97, 1.52, 7.13, repro,
2014-05-08,80.05, -92.57, -89.70, 2.02, 1.56, 7.3, repro,
2014-05-09,81.87, -92.32, -88.52, 2.03, 1.56, 7.35, repro,
2014-05-10,82.31, -93.29, -92.29, 1.96, 1.53, 7.17, repro,
2014-05-11,80.33, -93.51, -92.95, 1.97, 1.53, 7.14, repro,
2014-05-12,80.64, -91.88, -99.90, 1.97, 1.52, 7.11, repro,
2014-05-13,81.45, -92.12, -103.01, 1.99, 1.53, 7.17, repro,
2014-05-14,80.66, -92.72, -97.52, 1.99, 1.53, 7.19, repro,
2014-05-15,81.52, -92.29, -98.63, 1.99, 1.57, 7.23, repro,
2014-05-16,79.38, -92.86, -94.96, 1.96, 1.53, 7.12, repro,
2014-05-17,79.49, -93.96, -98.72, 2.02, 1.58, 7.27, repro,
2014-05-18,79.99, -93.26, -93.39, 1.98, 1.53, 7.15, repro,
2014-05-19,81.33, -93.90, -96.83, 1.99, 1.56, 7.28, repro,
2014-05-20,81.06, -92.91, -98.92, 2.01, 1.56, 7.3, repro,
2014-05-21,80.30, -93.95, -97.28, 2.01, 1.56, 7.33, repro,
2014-05-22,80.30, -92.66, -92.97, 2, 1.56, 7.29, repro,
2014-05-23,82.01, -92.99, -96.85, 1.99, 1.54, 7.22, repro,
2014-05-24,81.49, -92.79, -92.14, 2, 1.55, 7.28, repro,
2014-05-25,81.46, -93.00, -90.97, 2.01, 1.56, 7.32, repro,
2014-05-26,81.96, -93.79, -97.26, 2.01, 1.56, 7.29, repro,
2014-05-27,80.63, -94.02, -99.44, 2, 1.56, 7.29, repro,
2014-05-28,80.54, -93.70, -97.61, 1.97, 1.55, 7.18, repro,
2014-05-29,81.68, -93.91, -97.26, 1.99, 1.55, 7.2, repro,
