PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM14
4-character ID, P566
Station name, Visalia_MYCS2005
Begin Date, 2005-11-16
End Date, 2019-11-22
Release Date, 2019-11-23
Source file, P566.cwu.nam14.pos
Offset from source file, 62.17 mm North, -73.30 mm East, -82.02 mm Vertical
Reference position, 36.3244546817 North Latitude, -119.2292876213 East Longitude, 78.14754 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2017-11-14,107.44, -131.74, -153.79, 1.86, 1.55, 6.82, repro,
2017-11-15,109.76, -130.41, -149.29, 1.87, 1.53, 6.81, repro,
2017-11-16,109.02, -131.30, -148.61, 1.86, 1.54, 6.8, repro,
2017-11-17,109.70, -131.54, -144.76, 1.87, 1.54, 6.82, repro,
2017-11-18,109.24, -130.95, -149.35, 1.87, 1.55, 6.83, repro,
2017-11-19,109.31, -130.35, -153.76, 1.86, 1.54, 6.83, repro,
2017-11-20,109.01, -131.31, -147.62, 1.86, 1.53, 6.8, repro,
2017-11-21,110.39, -131.23, -149.43, 1.86, 1.54, 6.8, repro,
2017-11-22,110.13, -130.48, -156.92, 1.86, 1.54, 6.81, repro,
2017-11-23,109.99, -130.70, -151.07, 1.87, 1.55, 6.87, repro,
2017-11-24,111.31, -131.66, -148.10, 1.87, 1.55, 6.85, repro,
2017-11-25,109.57, -131.44, -155.60, 1.87, 1.55, 6.84, repro,
2017-11-26,110.59, -130.71, -151.44, 1.87, 1.55, 6.84, repro,
2017-11-27,109.22, -132.66, -142.73, 1.89, 1.57, 6.97, repro,
2017-11-28,110.82, -131.86, -150.54, 1.86, 1.55, 6.81, repro,
2017-11-29,110.83, -132.30, -150.15, 1.89, 1.55, 6.92, repro,
2017-11-30,109.64, -131.70, -152.38, 1.89, 1.55, 6.93, repro,
2017-12-01,110.05, -132.00, -151.88, 1.88, 1.54, 6.83, repro,
2017-12-02,110.78, -131.57, -145.37, 1.87, 1.54, 6.82, repro,
2017-12-03,111.32, -132.27, -149.35, 1.87, 1.54, 6.83, repro,
2017-12-04,110.01, -132.64, -153.13, 1.87, 1.54, 6.83, repro,
2017-12-05,110.26, -131.69, -153.71, 1.87, 1.54, 6.8, repro,
2017-12-06,110.64, -131.71, -155.00, 1.88, 1.54, 6.82, repro,
2017-12-07,109.94, -132.17, -157.10, 1.89, 1.54, 6.83, repro,
2017-12-08,110.56, -131.47, -154.37, 1.86, 1.54, 6.8, repro,
2017-12-09,110.18, -131.46, -153.80, 1.86, 1.54, 6.81, repro,
2017-12-10,110.26, -131.63, -156.05, 1.86, 1.54, 6.78, repro,
2017-12-11,109.63, -130.79, -150.72, 1.99, 1.69, 7.28, repro,
2017-12-12,110.37, -130.61, -155.94, 1.88, 1.54, 6.82, repro,
2017-12-13,110.82, -132.01, -154.51, 1.86, 1.53, 6.77, repro,
2017-12-14,109.31, -132.13, -151.06, 1.88, 1.59, 6.92, repro,
2017-12-15,109.91, -131.90, -154.74, 1.86, 1.53, 6.81, repro,
2017-12-16,109.43, -131.83, -145.02, 1.87, 1.54, 6.82, repro,
2017-12-17,110.13, -132.72, -147.93, 1.88, 1.54, 6.79, repro,
2017-12-18,110.49, -131.92, -149.34, 1.97, 1.63, 7.06, repro,
2017-12-19,110.21, -131.58, -150.38, 1.91, 1.56, 6.9, repro,
2017-12-20,109.66, -132.93, -149.34, 1.86, 1.54, 6.83, repro,
2017-12-21,110.12, -131.81, -153.66, 1.86, 1.54, 6.77, repro,
2017-12-22,110.27, -131.31, -151.18, 1.87, 1.54, 6.78, repro,
2017-12-23,110.61, -132.17, -154.31, 1.88, 1.54, 6.78, repro,
2017-12-24,109.89, -131.84, -151.11, 1.88, 1.54, 6.81, repro,
2017-12-25,110.70, -132.37, -154.34, 1.88, 1.53, 6.81, repro,
2017-12-26,110.65, -130.00, -157.67, 1.88, 1.55, 6.86, repro,
2017-12-27,110.46, -131.13, -158.46, 1.88, 1.54, 6.83, repro,
2017-12-28,110.99, -131.60, -153.08, 1.89, 1.54, 6.83, repro,
2017-12-29,110.86, -132.49, -152.93, 1.88, 1.54, 6.81, repro,
2017-12-30,110.52, -132.36, -154.11, 1.87, 1.53, 6.76, repro,
2017-12-31,110.03, -131.45, -150.73, 1.87, 1.55, 6.84, repro,
2018-01-01,111.21, -132.34, -156.51, 1.86, 1.55, 6.83, repro,
2018-01-02,111.55, -132.30, -158.96, 1.87, 1.54, 6.79, repro,
2018-01-03,111.28, -132.56, -155.83, 1.88, 1.55, 6.83, repro,
2018-01-04,110.02, -131.03, -161.02, 1.9, 1.56, 6.91, repro,
2018-01-05,111.24, -132.19, -157.38, 1.87, 1.54, 6.79, repro,
2018-01-06,111.43, -133.32, -150.57, 1.87, 1.55, 6.85, repro,
2018-01-07,111.52, -133.60, -154.76, 1.87, 1.55, 6.85, repro,
2018-01-08,109.66, -132.64, -152.15, 1.91, 1.58, 6.92, repro,
2018-01-09,110.48, -132.43, -152.27, 1.88, 1.54, 6.84, repro,
2018-01-10,110.39, -134.02, -154.76, 1.87, 1.54, 6.81, repro,
2018-01-11,111.79, -132.81, -157.51, 1.87, 1.54, 6.82, repro,
2018-01-12,111.11, -132.57, -158.61, 1.87, 1.54, 6.82, repro,
2018-01-13,111.34, -132.84, -158.31, 1.87, 1.54, 6.81, repro,
2018-01-14,111.39, -133.09, -160.65, 1.88, 1.53, 6.83, repro,
2018-01-15,112.05, -133.19, -160.91, 1.88, 1.53, 6.82, repro,
2018-01-16,111.17, -133.28, -158.89, 1.87, 1.54, 6.84, repro,
2018-01-17,112.10, -132.76, -158.88, 1.87, 1.54, 6.82, repro,
2018-01-18,112.04, -133.47, -157.22, 1.86, 1.53, 6.76, repro,
2018-01-19,111.53, -133.49, -154.27, 1.87, 1.54, 6.83, repro,
2018-01-20,112.06, -133.81, -153.09, 1.88, 1.54, 6.82, repro,
2018-01-21,111.81, -133.46, -156.05, 1.89, 1.54, 6.81, repro,
2018-01-22,112.16, -132.80, -155.51, 1.87, 1.55, 6.81, repro,
2018-01-23,112.34, -133.16, -155.91, 1.87, 1.55, 6.78, repro,
2018-01-24,111.99, -133.59, -157.87, 1.9, 1.59, 6.95, repro,
2018-01-25,112.08, -133.16, -149.69, 1.91, 1.59, 7.03, repro,
2018-01-26,112.57, -133.15, -157.20, 1.92, 1.59, 7.04, repro,
2018-01-27,112.46, -132.64, -160.49, 1.91, 1.59, 7, repro,
2018-01-28,112.97, -133.37, -161.88, 1.9, 1.6, 6.97, repro,
2018-01-29,112.34, -133.06, -163.26, 1.9, 1.59, 6.96, repro,
2018-01-30,111.82, -133.69, -159.93, 1.9, 1.59, 6.98, repro,
2018-01-31,113.04, -132.95, -156.94, 1.92, 1.59, 7.02, repro,
2018-02-01,111.50, -133.64, -157.82, 1.94, 1.6, 7.03, repro,
2018-02-02,112.76, -133.03, -159.40, 1.91, 1.6, 6.99, repro,
2018-02-03,113.70, -133.63, -159.15, 1.91, 1.6, 6.99, repro,
2018-02-04,112.71, -133.89, -158.96, 1.94, 1.65, 7.16, repro,
2018-02-05,112.75, -133.68, -155.77, 1.94, 1.65, 7.14, repro,
2018-02-06,112.01, -133.80, -154.69, 2.17, 1.72, 7.74, repro,
2018-02-07,111.86, -132.60, -159.72, 1.9, 1.58, 6.98, repro,
2018-02-08,113.46, -132.88, -160.74, 1.95, 1.61, 7.11, repro,
2018-02-09,112.68, -133.05, -156.58, 1.91, 1.59, 6.99, repro,
2018-02-10,111.95, -133.44, -155.91, 1.91, 1.58, 6.96, repro,
2018-02-11,112.15, -132.54, -156.15, 1.91, 1.58, 6.95, repro,
2018-02-12,111.84, -133.71, -153.18, 1.92, 1.58, 6.99, repro,
2018-02-13,113.18, -133.30, -157.63, 1.92, 1.63, 7.05, repro,
2018-02-14,114.02, -133.11, -156.74, 1.94, 1.64, 7.13, repro,
2018-02-15,112.21, -133.25, -156.30, 1.92, 1.59, 7.01, repro,
2018-02-16,111.97, -133.86, -157.59, 1.91, 1.58, 6.92, repro,
2018-02-17,112.20, -133.32, -155.93, 1.91, 1.58, 6.97, repro,
2018-02-18,111.96, -133.95, -152.12, 1.91, 1.58, 6.98, repro,
2018-02-19,111.78, -135.36, -154.85, 1.91, 1.58, 6.97, repro,
2018-02-20,112.90, -133.90, -156.54, 1.92, 1.58, 6.96, repro,
2018-02-21,113.02, -134.69, -158.87, 1.92, 1.58, 7, repro,
2018-02-22,111.79, -134.09, -159.08, 1.9, 1.58, 6.92, repro,
2018-02-23,113.20, -134.13, -160.18, 2.02, 1.67, 7.29, repro,
2018-02-24,112.16, -134.05, -158.06, 1.95, 1.6, 7.14, repro,
2018-02-25,113.34, -134.32, -156.30, 1.92, 1.58, 6.98, repro,
2018-02-26,113.41, -134.16, -151.92, 1.92, 1.58, 6.97, repro,
2018-02-27,111.94, -134.18, -150.34, 1.91, 1.58, 6.95, repro,
2018-02-28,112.81, -134.65, -152.19, 1.93, 1.58, 6.98, repro,
2018-03-01,112.06, -133.76, -160.54, 1.93, 1.63, 7.12, repro,
2018-03-02,112.60, -134.13, -166.66, 1.94, 1.64, 7.14, repro,
2018-03-03,112.63, -134.60, -165.97, 1.93, 1.58, 6.97, repro,
2018-03-04,111.91, -134.89, -159.52, 1.91, 1.58, 6.95, repro,
2018-03-05,112.11, -133.29, -159.05, 1.91, 1.59, 7.01, repro,
2018-03-06,112.60, -135.01, -153.77, 1.92, 1.59, 7.01, repro,
2018-03-07,112.02, -134.18, -158.44, 1.9, 1.58, 6.95, repro,
2018-03-08,114.24, -134.99, -155.79, 1.95, 1.59, 7.06, repro,
2018-03-09,113.07, -133.82, -151.11, 1.96, 1.59, 7.14, repro,
2018-03-10,112.91, -135.29, -154.70, 1.9, 1.58, 6.97, repro,
2018-03-11,112.99, -134.55, -153.26, 1.92, 1.59, 7.03, repro,
2018-03-12,113.61, -134.50, -162.37, 1.91, 1.59, 6.95, repro,
2018-03-13,113.37, -134.14, -152.09, 1.92, 1.59, 6.96, repro,
2018-03-14,114.11, -135.56, -154.33, 1.92, 1.57, 6.95, repro,
2018-03-15,113.16, -134.41, -154.46, 1.96, 1.59, 7.16, repro,
2018-03-16,113.06, -134.65, -151.19, 1.92, 1.57, 6.95, repro,
2018-03-17,113.03, -134.81, -153.86, 1.93, 1.58, 7.01, repro,
2018-03-18,114.54, -134.64, -162.69, 1.9, 1.58, 6.9, repro,
2018-03-19,113.56, -135.09, -161.73, 1.91, 1.58, 6.92, repro,
2018-03-20,115.03, -134.51, -159.40, 1.93, 1.58, 7.01, repro,
2018-03-21,112.37, -135.60, -156.97, 1.9, 1.57, 6.95, repro,
2018-03-22,112.48, -135.16, -158.02, 1.91, 1.6, 7.05, repro,
2018-03-23,115.73, -134.25, -160.94, 1.89, 1.57, 6.9, repro,
2018-03-24,113.78, -134.84, -162.06, 1.86, 1.56, 6.81, repro,
2018-03-25,114.79, -136.18, -160.00, 1.88, 1.56, 6.86, repro,
2018-03-26,114.01, -135.08, -162.54, 1.89, 1.56, 6.91, repro,
2018-03-27,114.49, -135.03, -161.11, 1.89, 1.56, 6.93, repro,
2018-03-28,113.99, -134.37, -162.93, 1.9, 1.57, 6.95, repro,
2018-03-29,114.29, -134.20, -165.23, 1.87, 1.56, 6.84, repro,
2018-03-30,115.58, -134.99, -163.26, 1.87, 1.55, 6.8, repro,
2018-03-31,115.39, -135.65, -164.22, 1.95, 1.63, 7.11, repro,
2018-04-01,112.78, -134.40, -161.23, 1.89, 1.57, 6.95, repro,
2018-04-02,113.29, -135.60, -156.70, 1.89, 1.56, 6.9, repro,
2018-04-03,114.26, -135.76, -159.79, 1.89, 1.56, 6.85, repro,
2018-04-04,114.32, -136.26, -157.42, 1.96, 1.72, 7.22, repro,
2018-04-05,114.48, -134.58, -159.07, 1.91, 1.59, 7, repro,
2018-04-06,114.43, -135.53, -154.78, 1.93, 1.6, 7.11, repro,
2018-04-07,113.40, -136.89, -146.06, 2.04, 1.73, 7.56, repro,
2018-04-08,114.93, -134.93, -167.14, 1.9, 1.56, 6.9, repro,
2018-04-09,114.78, -135.57, -160.36, 1.89, 1.54, 6.79, repro,
2018-04-10,114.19, -135.57, -162.83, 1.88, 1.56, 6.82, repro,
2018-04-11,113.51, -136.55, -157.01, 1.9, 1.56, 6.88, repro,
2018-04-12,114.78, -135.46, -158.55, 1.97, 1.58, 7.13, repro,
2018-04-13,113.04, -134.97, -163.43, 2.36, 1.83, 8.28, repro,
2018-04-14,113.40, -134.40, -163.45, 1.97, 1.64, 7.07, repro,
2018-04-15,114.04, -135.38, -162.05, 1.89, 1.55, 6.88, repro,
2018-04-16,113.37, -136.44, -160.23, 1.89, 1.57, 6.92, repro,
2018-04-17,114.64, -137.42, -159.85, 2.32, 2.01, 8.76, repro,
2018-04-18,113.41, -135.88, -163.76, 1.93, 1.56, 7.01, repro,
2018-04-19,113.80, -136.00, -164.46, 1.88, 1.54, 6.82, repro,
2018-04-20,114.56, -136.14, -161.30, 1.88, 1.54, 6.81, repro,
2018-04-21,114.63, -135.05, -164.10, 1.87, 1.55, 6.81, repro,
2018-04-22,114.92, -134.45, -162.61, 1.88, 1.55, 6.85, repro,
2018-04-23,114.51, -135.47, -157.68, 1.91, 1.59, 6.95, repro,
2018-04-24,115.20, -133.83, -167.02, 1.89, 1.54, 6.83, repro,
2018-04-25,114.52, -134.83, -168.03, 1.88, 1.55, 6.84, repro,
2018-04-26,115.85, -135.91, -163.93, 1.88, 1.55, 6.81, repro,
2018-04-27,113.55, -135.81, -160.17, 2.21, 1.81, 8.02, repro,
2018-04-28,114.65, -135.17, -161.92, 1.89, 1.55, 6.86, repro,
2018-04-29,114.62, -136.01, -162.49, 1.88, 1.54, 6.8, repro,
2018-04-30,115.50, -136.04, -159.37, 1.94, 1.63, 7.19, repro,
2018-05-01,115.24, -136.28, -158.68, 1.93, 1.64, 7.18, repro,
2018-05-02,115.13, -137.03, -160.40, 1.88, 1.55, 6.83, repro,
2018-05-03,113.98, -136.64, -161.09, 1.91, 1.6, 6.98, repro,
2018-05-04,114.95, -135.61, -165.21, 1.93, 1.59, 6.97, repro,
2018-05-05,114.88, -134.99, -168.16, 1.89, 1.54, 6.82, repro,
2018-05-06,115.25, -136.11, -160.67, 1.91, 1.59, 7.05, repro,
2018-05-07,114.54, -137.20, -162.57, 1.92, 1.59, 7.07, repro,
2018-05-08,113.50, -136.72, -164.10, 1.88, 1.55, 6.85, repro,
2018-05-09,113.71, -136.89, -159.79, 1.88, 1.55, 6.84, repro,
2018-05-10,113.80, -135.24, -155.51, 1.88, 1.54, 6.8, repro,
2018-05-11,115.07, -136.36, -158.78, 1.89, 1.55, 6.84, repro,
2018-05-12,115.13, -137.29, -156.39, 1.9, 1.55, 6.87, repro,
2018-05-13,114.64, -136.55, -158.95, 1.92, 1.59, 6.97, repro,
2018-05-14,114.18, -137.07, -159.20, 1.88, 1.54, 6.79, repro,
2018-05-15,114.27, -135.59, -158.83, 1.91, 1.58, 6.95, repro,
2018-05-16,115.36, -136.81, -162.93, 1.87, 1.55, 6.81, repro,
2018-05-17,115.14, -136.55, -161.29, 1.88, 1.55, 6.83, repro,
2018-05-18,115.44, -137.13, -161.91, 1.93, 1.59, 7.06, repro,
2018-05-19,115.60, -135.62, -160.26, 1.88, 1.55, 6.87, repro,
2018-05-20,115.82, -136.87, -164.72, 1.89, 1.56, 6.93, repro,
2018-05-21,116.37, -136.29, -159.14, 1.88, 1.55, 6.87, repro,
2018-05-22,115.85, -136.38, -154.86, 1.93, 1.56, 7.01, repro,
2018-05-23,116.29, -136.62, -154.38, 1.98, 1.7, 7.33, repro,
2018-05-24,115.06, -137.09, -160.29, 1.87, 1.53, 6.79, repro,
2018-05-25,115.26, -136.81, -158.80, 1.89, 1.54, 6.88, repro,
2018-05-26,115.33, -136.72, -158.65, 1.89, 1.55, 6.92, repro,
2018-05-27,114.86, -136.52, -154.10, 1.88, 1.54, 6.86, repro,
2018-05-28,115.41, -136.59, -158.37, 1.88, 1.54, 6.84, repro,
2018-05-29,113.94, -137.58, -152.86, 1.91, 1.59, 6.95, repro,
2018-05-30,114.36, -137.12, -144.48, 1.92, 1.58, 6.97, repro,
2018-05-31,113.10, -137.15, -161.82, 1.89, 1.54, 6.92, repro,
2018-06-01,114.59, -136.27, -157.41, 1.9, 1.54, 6.9, repro,
2018-06-02,114.29, -137.21, -164.79, 1.88, 1.53, 6.85, repro,
2018-06-03,115.28, -136.72, -162.55, 1.93, 1.61, 7.17, repro,
2018-06-04,115.05, -136.87, -155.22, 1.89, 1.48, 6.79, repro,
2018-06-05,114.98, -136.31, -157.18, 1.86, 1.59, 6.92, repro,
2018-06-06,116.14, -136.57, -155.23, 1.9, 1.52, 6.94, repro,
2018-06-07,115.00, -137.24, -156.13, 1.89, 1.53, 6.84, repro,
2018-06-08,113.76, -136.71, -160.78, 1.89, 1.5, 6.77, repro,
2018-06-09,114.71, -136.73, -159.28, 1.86, 1.57, 6.86, repro,
2018-06-10,114.50, -137.21, -155.15, 1.86, 1.52, 6.87, repro,
2018-06-11,113.69, -136.62, -156.14, 1.93, 1.47, 6.8, repro,
2018-06-12,115.17, -136.28, -159.40, 1.89, 1.55, 6.92, repro,
2018-06-13,113.83, -136.97, -159.05, 1.9, 1.49, 6.75, repro,
2018-06-14,113.04, -136.68, -158.07, 1.87, 1.55, 6.89, repro,
2018-06-15,114.19, -136.68, -158.96, 1.91, 1.5, 6.86, repro,
2018-06-16,113.88, -136.90, -154.78, 1.86, 1.56, 6.92, repro,
2018-06-17,115.23, -137.69, -155.69, 1.95, 1.6, 7.07, repro,
2018-06-18,114.25, -137.42, -161.02, 1.88, 1.49, 6.84, repro,
2018-06-19,114.51, -137.33, -160.37, 1.9, 1.46, 6.79, repro,
2018-06-20,115.15, -136.89, -161.35, 1.89, 1.54, 6.85, repro,
2018-06-21,116.58, -137.18, -157.77, 1.86, 1.58, 6.92, repro,
2018-06-22,114.73, -136.52, -154.75, 1.95, 1.54, 7, repro,
2018-06-23,113.66, -136.77, -148.72, 1.86, 1.55, 6.89, repro,
2018-06-24,113.88, -136.84, -152.04, 1.88, 1.53, 6.82, repro,
2018-06-25,114.65, -136.73, -160.09, 1.9, 1.53, 6.86, repro,
2018-06-26,115.53, -136.69, -158.31, 1.9, 1.54, 6.91, repro,
2018-06-27,115.27, -137.89, -159.20, 1.95, 1.55, 7, repro,
2018-06-28,115.22, -137.68, -158.70, 1.88, 1.53, 6.85, repro,
2018-06-29,115.34, -136.65, -159.06, 1.89, 1.53, 6.82, repro,
2018-06-30,115.70, -137.75, -165.54, 1.93, 1.55, 6.88, repro,
2018-07-01,114.78, -137.52, -158.26, 1.93, 1.55, 6.93, repro,
2018-07-02,115.51, -137.03, -157.54, 1.89, 1.55, 6.94, repro,
2018-07-03,115.69, -137.44, -158.27, 1.96, 1.59, 7.08, repro,
2018-07-04,115.26, -136.27, -159.12, 1.87, 1.53, 6.85, repro,
2018-07-05,114.44, -137.91, -163.33, 1.89, 1.54, 6.89, repro,
2018-07-06,114.95, -137.54, -163.37, 1.88, 1.53, 6.85, repro,
2018-07-07,115.35, -139.40, -162.65, 1.88, 1.54, 6.88, repro,
2018-07-08,116.77, -138.04, -159.58, 1.88, 1.54, 6.89, repro,
2018-07-09,115.03, -138.30, -162.60, 1.88, 1.54, 6.89, repro,
2018-07-10,114.66, -138.36, -160.38, 1.88, 1.53, 6.88, repro,
2018-07-11,114.50, -138.02, -164.70, 1.88, 1.53, 6.85, repro,
2018-07-12,114.82, -138.82, -157.40, 1.89, 1.53, 6.89, repro,
2018-07-13,116.27, -138.39, -160.55, 1.88, 1.53, 6.89, repro,
2018-07-14,116.09, -137.87, -163.16, 1.87, 1.53, 6.86, repro,
2018-07-15,115.13, -138.41, -156.12, 1.88, 1.53, 6.87, repro,
2018-07-16,116.39, -138.30, -165.29, 1.89, 1.53, 6.87, repro,
2018-07-17,114.62, -137.71, -156.40, 1.88, 1.53, 6.84, repro,
2018-07-18,115.19, -137.77, -158.96, 1.88, 1.53, 6.86, repro,
2018-07-19,116.96, -137.99, -163.36, 1.88, 1.53, 6.89, repro,
2018-07-20,116.19, -138.16, -162.35, 1.88, 1.53, 6.89, repro,
2018-07-21,115.39, -138.30, -162.91, 1.88, 1.53, 6.89, repro,
2018-07-22,116.42, -136.83, -165.53, 1.87, 1.52, 6.82, repro,
2018-07-23,114.64, -138.44, -156.62, 1.89, 1.54, 6.91, repro,
2018-07-24,116.49, -138.05, -165.89, 1.91, 1.58, 7.02, repro,
2018-07-25,115.81, -137.71, -161.22, 1.88, 1.53, 6.89, repro,
2018-07-26,115.39, -138.27, -160.52, 1.88, 1.53, 6.86, repro,
2018-07-27,114.91, -138.31, -159.86, 1.89, 1.53, 6.89, repro,
2018-07-28,116.09, -137.76, -166.34, 1.87, 1.53, 6.81, repro,
2018-07-29,117.65, -138.90, -163.60, 1.92, 1.58, 7.05, repro,
2018-07-30,116.01, -139.54, -164.48, 1.98, 1.6, 7.18, repro,
2018-07-31,116.93, -139.24, -161.19, 1.98, 1.62, 7.18, repro,
2018-08-01,114.29, -140.52, -156.05, 1.94, 1.57, 7.04, repro,
2018-08-02,114.58, -137.35, -160.28, 1.96, 1.6, 7.06, repro,
2018-08-03,116.35, -139.07, -158.26, 1.88, 1.53, 6.86, repro,
2018-08-04,116.08, -138.61, -159.33, 1.88, 1.53, 6.91, repro,
2018-08-05,117.44, -138.12, -158.69, 1.88, 1.53, 6.9, repro,
2018-08-06,114.31, -139.35, -164.87, 1.88, 1.53, 6.84, repro,
2018-08-07,115.56, -139.04, -162.75, 1.98, 1.64, 7.34, repro,
2018-08-08,116.10, -140.76, -162.75, 1.87, 1.53, 6.82, repro,
2018-08-09,116.32, -139.86, -167.89, 1.89, 1.53, 6.88, repro,
2018-08-10,117.36, -139.05, -166.90, 1.88, 1.53, 6.89, repro,
2018-08-11,115.93, -140.62, -163.95, 1.87, 1.53, 6.87, repro,
2018-08-12,115.15, -139.09, -160.27, 1.88, 1.54, 6.9, repro,
2018-08-13,117.25, -139.93, -159.32, 1.87, 1.54, 6.89, repro,
2018-08-14,116.65, -139.38, -162.64, 1.88, 1.53, 6.88, repro,
2018-08-15,116.04, -139.30, -158.29, 1.89, 1.53, 6.91, repro,
2018-08-16,116.12, -140.55, -166.67, 1.94, 1.55, 7.04, repro,
2018-08-17,115.95, -140.09, -165.81, 1.93, 1.54, 7, repro,
2018-08-18,116.06, -139.47, -162.71, 1.87, 1.53, 6.86, repro,
2018-08-19,116.21, -140.23, -160.88, 1.88, 1.53, 6.88, repro,
2018-08-20,115.21, -138.91, -157.40, 1.92, 1.58, 7, repro,
2018-08-21,115.94, -138.82, -162.11, 1.9, 1.54, 6.91, repro,
2018-08-22,116.32, -140.24, -161.78, 1.97, 1.6, 7.2, repro,
2018-08-23,115.63, -139.47, -163.42, 1.96, 1.59, 7.15, repro,
2018-08-24,116.35, -141.17, -165.31, 1.88, 1.53, 6.84, repro,
2018-08-25,116.46, -139.81, -164.00, 1.88, 1.55, 6.9, repro,
2018-08-26,116.13, -140.29, -160.52, 1.9, 1.54, 6.96, repro,
2018-08-27,114.08, -140.50, -157.24, 1.87, 1.53, 6.86, repro,
2018-08-28,114.92, -139.72, -161.88, 1.87, 1.54, 6.89, repro,
2018-08-29,115.93, -140.13, -162.68, 1.87, 1.54, 6.89, repro,
2018-08-30,116.67, -139.59, -155.81, 1.88, 1.54, 6.88, repro,
2018-08-31,116.43, -140.04, -159.62, 1.89, 1.54, 6.89, repro,
2018-09-01,116.88, -139.90, -155.50, 1.87, 1.53, 6.87, repro,
2018-09-02,114.68, -140.27, -155.99, 1.87, 1.53, 6.84, repro,
2018-09-03,116.79, -140.13, -161.04, 1.87, 1.53, 6.81, repro,
2018-09-04,116.09, -140.39, -162.23, 1.88, 1.54, 6.89, repro,
2018-09-05,115.93, -140.73, -156.99, 1.88, 1.56, 6.93, repro,
2018-09-06,116.42, -139.94, -160.42, 1.96, 1.54, 7.02, repro,
2018-09-07,116.31, -139.97, -168.44, 1.95, 1.53, 6.97, repro,
2018-09-08,116.40, -141.05, -160.54, 1.86, 1.53, 6.85, repro,
2018-09-09,116.79, -141.51, -158.27, 1.87, 1.54, 6.87, repro,
2018-09-10,117.71, -140.10, -160.42, 1.88, 1.54, 6.92, repro,
2018-09-11,116.01, -140.64, -161.50, 1.9, 1.58, 7.02, repro,
2018-09-12,116.71, -139.84, -161.57, 1.88, 1.52, 6.81, repro,
2018-09-13,115.71, -141.08, -163.53, 1.87, 1.52, 6.81, repro,
2018-09-14,115.71, -142.10, -166.33, 1.91, 1.55, 7.05, repro,
2018-09-15,117.27, -140.25, -158.47, 1.88, 1.54, 6.92, repro,
2018-09-16,117.43, -140.81, -162.74, 1.88, 1.53, 6.91, repro,
2018-09-17,116.78, -140.21, -168.12, 1.89, 1.53, 6.88, repro,
2018-09-18,116.51, -139.83, -163.04, 1.88, 1.52, 6.85, repro,
2018-09-19,117.14, -141.22, -166.23, 1.87, 1.52, 6.81, repro,
2018-09-20,118.16, -139.95, -165.18, 1.9, 1.54, 6.93, repro,
2018-09-21,118.97, -140.64, -170.03, 1.88, 1.54, 6.91, repro,
2018-09-22,116.36, -140.15, -167.27, 1.88, 1.53, 6.91, repro,
2018-09-23,117.89, -140.66, -169.04, 1.88, 1.53, 6.86, repro,
2018-09-24,116.58, -141.25, -166.59, 1.9, 1.57, 6.99, repro,
2018-09-25,117.58, -140.18, -168.16, 1.88, 1.53, 6.85, repro,
2018-09-26,118.37, -140.10, -167.61, 1.89, 1.55, 6.94, repro,
2018-09-27,117.03, -140.71, -163.67, 1.88, 1.54, 6.91, repro,
2018-09-28,116.40, -140.67, -164.80, 1.88, 1.53, 6.86, repro,
2018-09-29,115.92, -141.60, -158.48, 1.89, 1.54, 6.92, repro,
2018-09-30,116.57, -141.05, -163.17, 1.87, 1.52, 6.82, repro,
2018-10-01,117.29, -140.82, -167.12, 1.87, 1.54, 6.9, repro,
2018-10-02,118.87, -141.04, -162.03, 1.9, 1.56, 7.02, repro,
2018-10-03,118.74, -139.79, -162.40, 1.87, 1.54, 6.91, repro,
2018-10-04,116.91, -141.30, -161.62, 1.94, 1.56, 7.1, repro,
2018-10-05,117.98, -141.39, -165.82, 1.86, 1.52, 6.79, repro,
2018-10-06,118.49, -140.70, -157.80, 1.87, 1.52, 6.81, repro,
2018-10-07,117.56, -141.82, -167.54, 1.9, 1.57, 7.03, repro,
2018-10-08,118.27, -141.89, -159.19, 1.86, 1.53, 6.87, repro,
2018-10-09,118.19, -140.83, -164.17, 1.86, 1.52, 6.82, repro,
2018-10-10,117.24, -141.77, -166.11, 1.97, 1.56, 7.23, repro,
2018-10-11,116.13, -141.60, -161.74, 1.87, 1.53, 6.87, repro,
2018-10-12,117.13, -142.32, -163.25, 1.88, 1.53, 6.88, repro,
2018-10-13,118.89, -141.33, -164.14, 1.92, 1.56, 7.11, repro,
2018-10-14,117.46, -140.66, -161.39, 1.86, 1.53, 6.86, repro,
2018-10-15,118.10, -141.15, -171.73, 1.88, 1.55, 6.95, repro,
2018-10-16,118.78, -140.91, -169.29, 1.91, 1.58, 7, repro,
2018-10-17,117.96, -141.87, -167.57, 1.88, 1.53, 6.89, repro,
2018-10-18,117.84, -141.37, -166.47, 1.87, 1.53, 6.88, repro,
2018-10-19,118.35, -141.39, -170.05, 1.85, 1.53, 6.83, repro,
2018-10-20,118.77, -142.05, -166.91, 1.89, 1.56, 6.94, repro,
2018-10-21,119.22, -141.79, -168.10, 1.86, 1.53, 6.84, repro,
2018-10-22,117.83, -141.78, -165.74, 1.91, 1.57, 7.06, repro,
